scheme_code,age,gender,state,education_level,marks_percent,family_income,nirf_rank,qs_rank,has_admission_offer,is_pwd,pwd_percent,ocr_caste_ok,ocr_income_ok,ocr_academic_ok,merit_score,decision
BPVGK,15,female,Meghalaya,10th,93.3,287000.0,999,999,1,0,0,1,1,1,70.32,Ineligible
ARG45,35,male,Tripura,phd,62.8,225000.0,78,999,1,0,0,1,1,1,60.12,Eligible
A023B,22,male,Karnataka,masters,89.5,393000.0,88,999,1,0,0,1,1,1,70.8,Eligible
ARG45,28,female,Jharkhand,phd,80.2,371000.0,250,999,1,0,0,1,1,1,65.08,Eligible
BPVGK,17,female,Karnataka,10th,87.7,307000.0,999,999,1,0,0,1,1,1,68.08,Ineligible
A023B,25,male,Jharkhand,bachelors,95.6,730000.0,65,999,1,0,0,1,1,1,63.24,Ineligible
A023B,20,female,Mizoram,bachelors,75.4,710000.0,1,999,1,0,0,1,1,1,70.16,Ineligible
BVOBC,20,female,Nagaland,12th,79.1,358000.0,5,999,1,0,0,1,1,1,81.64,Ineligible
A023B,19,other,Sikkim,masters,82.2,596000.0,2,999,1,0,0,1,1,1,72.88,Eligible
ARG45,34,female,Gujarat,phd,89.3,398000.0,3,999,1,0,0,1,1,1,85.72,Eligible
A023B,25,male,Kerala,masters,70.8,733000.0,2,999,1,0,0,1,1,1,63.32,Ineligible
AZKMI,24,female,Odisha,postdoc,75.8,675000.0,999,21,1,0,0,1,1,1,70.32,Ineligible
BPVGK,14,male,Nagaland,10th,65.6,79000.0,999,999,1,0,0,1,1,1,59.24,Eligible
BVOBC,23,female,Tamil Nadu,bachelors,53.3,319000.0,250,999,1,0,0,1,1,1,54.32,Ineligible
ARG45,29,male,Tripura,masters,52.9,407000.0,250,999,1,0,0,1,1,1,44.16,Ineligible
BVOBC,24,male,Odisha,12th,66.5,83000.0,95,999,1,0,0,0,1,1,66.6,Ineligible
BVOBC,20,female,Jharkhand,bachelors,80.0,145000.0,110,999,1,0,0,1,1,1,70.0,Eligible
AZKMI,26,female,Tripura,postdoc,64.9,280000.0,999,3,1,0,0,1,1,1,75.96,Eligible
A023B,20,male,Tamil Nadu,bachelors,92.2,783000.0,1,999,1,0,0,1,1,1,71.88,Ineligible
BVOBC,19,female,Chhattisgarh,12th,49.2,277000.0,85,999,1,0,0,1,1,1,59.68,Ineligible
BVOBC,19,other,Karnataka,12th,92.1,50000.0,59,999,1,0,0,1,0,1,76.84,Borderline
ARG45,29,male,Karnataka,phd,56.4,128000.0,59,999,1,0,0,1,1,1,62.56,Eligible
AZKMI,38,female,Tripura,masters,83.6,707000.0,999,650,1,0,0,1,1,1,53.44,Ineligible
BVOBC,19,female,Arunachal Pradesh,12th,93.9,350000.0,65,999,1,0,0,1,1,1,77.56,Ineligible
ARG45,27,female,Jharkhand,masters,89.3,838000.0,2,999,1,0,0,1,1,1,75.72,Eligible
A023B,20,female,Meghalaya,masters,84.9,297000.0,250,999,1,0,0,1,0,1,66.96,Ineligible
AZKMI,33,female,Sikkim,phd,88.2,180000.0,999,37,1,0,0,1,0,1,90.28,Borderline
BPVGK,17,male,Jharkhand,10th,85.5,56000.0,999,999,1,0,0,1,1,1,67.2,Eligible
AZKMI,35,male,Jharkhand,masters,67.0,528000.0,999,3,0,0,0,1,1,1,66.8,Ineligible
BVOBC,21,male,Odisha,bachelors,77.0,72000.0,140,999,1,0,0,1,1,1,63.8,Eligible
BPVGK,14,female,Assam,10th,49.4,210000.0,999,999,1,0,0,1,1,1,52.76,Ineligible
ARG45,28,female,Karnataka,phd,89.1,473000.0,1,999,1,0,0,1,1,1,80.64,Eligible
BVOBC,17,male,Telangana,12th,92.9,244000.0,1,999,1,0,0,1,1,1,82.16,Eligible
BPVGK,17,female,Meghalaya,10th,91.3,320000.0,999,999,1,1,65,1,1,1,74.52,Ineligible
ARG45,28,female,Kerala,phd,86.9,385000.0,1,999,1,0,0,1,1,1,84.76,Eligible
BVOBC,18,female,Gujarat,12th,81.1,101000.0,95,999,1,0,0,1,1,1,77.44,Eligible
A023B,19,female,Odisha,masters,95.4,82000.0,65,999,1,0,0,1,1,1,83.16,Eligible
BPVGK,14,female,Meghalaya,10th,89.4,251000.0,999,999,1,0,0,1,1,1,68.76,Ineligible
AZKMI,36,male,Kerala,masters,72.2,268000.0,999,21,1,0,0,1,1,1,73.88,Ineligible
BVOBC,18,male,Tamil Nadu,12th,82.2,92000.0,3,999,1,0,0,1,1,1,82.88,Eligible
BVOBC,23,male,Tripura,bachelors,54.2,219000.0,6,999,1,0,0,1,1,1,66.68,Eligible
ARG45,22,female,Jharkhand,masters,87.5,76000.0,3,999,1,0,0,1,1,1,90.0,Eligible
A023B,23,male,Meghalaya,bachelors,97.5,568000.0,5,999,1,0,0,1,1,1,79.0,Eligible
ARG45,29,female,Kerala,masters,73.8,841000.0,3,999,1,0,0,0,1,1,69.52,Ineligible
BPVGK,14,male,Tripura,10th,82.1,32000.0,999,999,1,0,0,1,1,1,65.84,Eligible
A023B,25,female,Maharashtra,bachelors,81.1,413000.0,3,999,1,0,0,1,1,1,77.44,Eligible
ARG45,23,male,Manipur,masters,55.5,661000.0,5,999,1,0,0,1,1,1,57.2,Eligible
BVOBC,20,female,Meghalaya,12th,58.3,55000.0,95,999,1,0,0,1,1,0,68.32,Borderline
BVOBC,19,male,Jharkhand,12th,67.6,399000.0,250,999,1,0,0,1,1,1,55.04,Ineligible
ARG45,32,male,Tamil Nadu,phd,81.4,530000.0,78,999,1,0,0,1,1,1,62.56,Eligible
A023B,19,male,Gujarat,masters,89.1,467000.0,3,999,1,0,0,1,1,1,75.64,Eligible
ARG45,24,male,Chhattisgarh,masters,93.9,497000.0,140,999,1,0,0,0,1,1,60.56,Ineligible
ARG45,35,female,Madhya Pradesh,phd,80.5,122000.0,72,999,1,0,0,1,1,1,77.2,Eligible
AZKMI,33,female,Chhattisgarh,phd,87.4,885000.0,999,1,1,0,0,1,1,1,74.96,Ineligible
BPVGK,16,female,Andhra Pradesh,10th,53.2,132000.0,999,999,1,0,0,1,1,1,59.28,Eligible
A023B,22,male,Odisha,masters,94.2,575000.0,5,999,1,0,0,1,1,1,77.68,Eligible
ARG45,31,male,Rajasthan,phd,91.2,879000.0,2,999,1,0,0,1,1,1,71.48,Eligible
BVOBC,20,female,Meghalaya,12th,59.1,244000.0,95,999,1,0,0,1,1,1,63.64,Eligible
A023B,25,female,Andhra Pradesh,masters,89.3,627000.0,2,999,1,0,0,1,1,1,75.72,Ineligible
A023B,24,female,Tripura,masters,72.9,749000.0,2,999,1,0,0,1,1,1,69.16,Ineligible
BPVGK,17,male,Andhra Pradesh,10th,60.0,149000.0,999,999,1,0,0,1,1,1,57.0,Eligible
AZKMI,25,male,Kerala,phd,59.8,564000.0,999,14,1,0,0,1,0,1,63.92,Borderline
ARG45,23,male,Karnataka,masters,75.5,671000.0,85,999,0,0,0,1,1,1,55.2,Ineligible
A023B,20,male,Sikkim,bachelors,78.1,560000.0,85,999,1,0,0,1,1,1,61.24,Eligible
BPVGK,14,male,Arunachal Pradesh,10th,79.5,220000.0,999,999,1,0,0,0,1,0,59.8,Borderline
BVOBC,24,female,Nagaland,12th,63.1,125000.0,2,999,1,1,71,1,1,1,85.24,Eligible
BVOBC,22,female,Gujarat,bachelors,65.7,372000.0,2,999,1,0,0,1,1,1,76.28,Ineligible
BVOBC,19,male,Maharashtra,12th,70.4,247000.0,6,999,1,0,0,0,1,1,73.16,Ineligible
ARG45,35,male,Madhya Pradesh,phd,53.3,190000.0,3,999,1,0,0,1,1,1,71.32,Ineligible
A023B,18,male,Kerala,masters,71.2,255000.0,72,999,1,0,0,1,1,1,63.48,Eligible
A023B,22,male,Telangana,bachelors,66.2,543000.0,6,999,1,0,0,1,1,1,66.48,Eligible
ARG45,25,male,Andhra Pradesh,masters,51.9,672000.0,5,999,1,0,0,1,1,1,55.76,Ineligible
ARG45,33,other,Maharashtra,masters,94.2,823000.0,250,999,1,0,0,1,1,1,55.68,Eligible
ARG45,22,female,Kerala,phd,79.9,482000.0,140,999,1,0,0,1,1,1,59.96,Eligible
BVOBC,21,male,Sikkim,12th,77.7,211000.0,78,999,1,1,42,1,1,1,71.08,Eligible
BPVGK,17,male,Mizoram,10th,82.0,70000.0,999,999,1,0,0,1,1,1,65.8,Eligible
BVOBC,24,female,Odisha,bachelors,84.9,365000.0,85,999,1,0,0,1,1,1,73.96,Ineligible
ARG45,23,female,Gujarat,phd,54.6,141000.0,95,999,1,0,0,1,1,1,66.84,Ineligible
A023B,18,male,Tripura,masters,71.6,346000.0,1,999,1,0,0,1,1,1,73.64,Eligible
BPVGK,14,female,Arunachal Pradesh,10th,53.0,123000.0,999,999,1,0,0,1,1,1,59.2,Eligible
ARG45,27,male,Nagaland,masters,71.7,199000.0,5,999,1,1,45,1,1,1,83.68,Eligible
BVOBC,19,female,Nagaland,12th,46.2,373000.0,72,999,1,0,0,0,0,1,58.48,Ineligible
A023B,25,female,Sikkim,bachelors,67.4,562000.0,2,999,1,0,0,1,1,1,71.96,Eligible
A023B,25,male,Tripura,masters,65.9,438000.0,78,999,1,0,0,1,1,1,56.36,Eligible
ARG45,27,male,Gujarat,phd,55.4,287000.0,72,999,1,0,0,1,1,1,57.16,Eligible
ARG45,30,female,Jharkhand,phd,75.1,400000.0,65,999,1,0,0,1,1,1,70.04,Eligible
AZKMI,33,female,Odisha,postdoc,58.6,803000.0,999,8,1,0,0,1,1,0,63.44,Ineligible
BPVGK,15,male,Jharkhand,10th,73.6,197000.0,999,999,1,0,0,1,1,1,62.44,Eligible
BPVGK,17,male,Maharashtra,10th,62.2,184000.0,999,999,1,0,0,1,0,1,57.88,Borderline
BVOBC,23,male,Tamil Nadu,12th,91.4,60000.0,2,999,1,0,0,1,1,1,86.56,Eligible
ARG45,29,female,Mizoram,masters,55.6,292000.0,88,999,1,0,0,1,1,1,62.24,Eligible
A023B,19,female,Assam,bachelors,66.6,295000.0,85,999,1,0,0,1,1,1,66.64,Eligible
ARG45,25,female,Nagaland,masters,77.9,405000.0,59,999,0,0,0,1,1,1,66.16,Ineligible
BPVGK,15,female,Manipur,10th,87.5,214000.0,999,999,1,0,0,1,1,1,68.0,Eligible
A023B,21,female,Gujarat,bachelors,85.0,574000.0,5,999,1,0,0,1,0,1,79.0,Borderline
A023B,25,female,Karnataka,masters,88.6,483000.0,5,999,1,1,42,1,1,1,85.44,Eligible
A023B,24,female,Arunachal Pradesh,masters,95.0,672000.0,140,999,1,0,0,1,1,1,61.0,Ineligible
ARG45,31,female,Assam,masters,54.9,827000.0,65,999,1,0,0,1,1,1,51.96,Ineligible
BPVGK,15,male,Telangana,10th,70.8,120000.0,999,999,1,0,0,1,1,1,61.32,Eligible
ARG45,34,female,Telangana,masters,80.0,370000.0,72,999,1,1,61,1,1,1,77.0,Eligible
BVOBC,19,female,Jharkhand,bachelors,78.5,386000.0,110,999,1,0,0,1,1,1,64.4,Ineligible
AZKMI,32,male,Mizoram,masters,78.2,183000.0,999,650,0,0,0,1,0,1,61.28,Ineligible
ARG45,26,female,Arunachal Pradesh,masters,68.5,461000.0,85,999,1,0,0,1,1,1,62.4,Eligible
A023B,24,female,Maharashtra,masters,81.6,226000.0,2,999,1,0,0,0,1,1,82.64,Ineligible
A023B,21,female,Assam,bachelors,74.1,623000.0,72,999,1,0,0,1,1,1,59.64,Ineligible
AZKMI,29,female,Rajasthan,masters,88.2,592000.0,999,37,1,0,0,1,1,1,80.28,Eligible
BPVGK,15,female,Maharashtra,10th,67.5,150000.0,999,999,1,1,44,1,0,0,70.0,Borderline
ARG45,29,male,Mizoram,phd,63.3,153000.0,6,999,1,0,0,1,1,1,75.32,Eligible
BPVGK,15,female,Andhra Pradesh,10th,48.9,257000.0,999,999,1,0,0,1,1,1,52.56,Ineligible
BPVGK,14,female,Kerala,10th,55.1,184000.0,999,999,1,0,0,1,1,1,60.04,Eligible
AZKMI,23,male,Telangana,postdoc,56.9,886000.0,999,650,1,0,0,1,1,1,37.76,Ineligible
AZKMI,28,male,Mizoram,masters,58.8,141000.0,999,22,1,1,69,1,1,1,78.52,Eligible
BVOBC,19,male,Karnataka,bachelors,48.0,261000.0,2,999,1,0,0,1,1,1,64.2,Ineligible
AZKMI,36,female,Nagaland,phd,75.6,866000.0,999,37,1,0,0,1,1,1,70.24,Ineligible
ARG45,32,female,Madhya Pradesh,masters,65.8,695000.0,95,999,0,0,0,1,1,1,56.32,Ineligible
BPVGK,15,male,Arunachal Pradesh,10th,56.6,106000.0,999,999,1,0,0,1,1,1,55.64,Eligible
AZKMI,30,female,Manipur,phd,70.2,288000.0,999,21,1,0,0,1,1,1,78.08,Eligible
BPVGK,14,male,Maharashtra,10th,87.5,90000.0,999,999,1,0,0,1,1,1,68.0,Eligible
BPVGK,16,female,Sikkim,10th,79.0,347000.0,999,999,1,0,0,1,1,1,64.6,Ineligible
BPVGK,15,male,Gujarat,10th,45.3,160000.0,999,999,1,0,0,1,1,1,51.12,Ineligible
AZKMI,32,female,Madhya Pradesh,postdoc,75.4,479000.0,999,8,1,0,0,1,1,1,75.16,Eligible
A023B,24,female,Madhya Pradesh,bachelors,93.3,426000.0,2,999,1,0,0,1,0,1,82.32,Borderline
ARG45,23,male,Nagaland,phd,81.8,327000.0,110,999,1,0,0,1,1,1,60.72,Eligible
ARG45,33,female,Jharkhand,masters,73.3,739000.0,85,999,1,1,60,1,1,1,64.32,Eligible
BPVGK,14,female,Tamil Nadu,10th,79.8,219000.0,999,999,1,0,0,1,1,1,64.92,Eligible
BVOBC,20,female,Kerala,12th,50.4,358000.0,85,999,1,0,0,0,1,1,60.16,Ineligible
A023B,19,female,Sikkim,masters,91.4,128000.0,140,999,1,0,0,1,1,1,74.56,Ineligible
A023B,24,male,Karnataka,bachelors,56.0,775000.0,78,999,1,0,0,1,1,1,47.4,Ineligible
ARG45,26,male,Manipur,masters,80.0,850000.0,110,999,1,0,0,1,1,1,50.0,Eligible
A023B,25,female,Tripura,masters,63.6,448000.0,1,999,1,0,0,1,1,1,70.44,Eligible
A023B,24,female,Chhattisgarh,masters,67.5,181000.0,2,999,1,0,0,1,1,1,82.0,Eligible
ARG45,27,male,Tripura,phd,54.3,245000.0,95,999,1,0,0,1,1,0,56.72,Ineligible
AZKMI,22,male,Maharashtra,masters,60.0,784000.0,999,22,1,0,0,1,1,1,59.0,Ineligible
BVOBC,23,female,Odisha,12th,82.6,192000.0,1,999,1,0,0,1,1,1,88.04,Eligible
BPVGK,14,female,Sikkim,10th,87.9,262000.0,999,999,1,0,0,1,1,1,68.16,Ineligible
A023B,18,female,Assam,masters,72.1,345000.0,85,999,1,0,0,1,1,1,68.84,Eligible
A023B,23,male,Andhra Pradesh,bachelors,95.8,633000.0,85,999,1,0,0,1,1,1,63.32,Ineligible
ARG45,31,female,Odisha,phd,72.0,550000.0,6,999,1,0,0,1,1,1,73.8,Eligible
ARG45,31,male,Rajasthan,masters,51.6,694000.0,78,999,1,0,0,1,1,1,45.64,Ineligible
A023B,25,female,Rajasthan,bachelors,88.0,758000.0,85,999,1,0,0,1,1,1,65.2,Ineligible
BVOBC,17,other,Nagaland,12th,76.7,118000.0,6,999,1,0,0,1,1,0,80.68,Borderline
A023B,23,male,Odisha,masters,61.3,97000.0,2,999,1,1,51,1,1,1,79.52,Eligible
ARG45,23,male,Rajasthan,phd,87.0,717000.0,1,999,1,1,69,1,1,1,74.8,Eligible
ARG45,29,male,Karnataka,phd,80.8,563000.0,110,999,1,0,0,0,1,0,55.32,Borderline
AZKMI,35,male,Nagaland,phd,74.6,241000.0,999,1,1,0,0,1,0,1,74.84,Borderline
AZKMI,23,female,Meghalaya,postdoc,94.8,764000.0,999,21,1,0,0,1,1,1,77.92,Ineligible
BVOBC,18,male,Arunachal Pradesh,12th,58.8,49000.0,3,999,1,0,0,1,1,1,73.52,Eligible
BVOBC,18,female,Chhattisgarh,12th,80.2,59000.0,110,999,1,0,0,1,1,1,70.08,Eligible
BVOBC,19,male,Maharashtra,12th,64.2,138000.0,1,999,1,0,0,1,1,1,75.68,Eligible
ARG45,24,female,Odisha,phd,61.6,213000.0,95,999,1,0,0,0,1,1,64.64,Ineligible
A023B,24,male,Tripura,bachelors,85.4,434000.0,2,999,1,0,0,1,1,1,74.16,Eligible
A023B,22,male,Andhra Pradesh,masters,71.7,92000.0,6,999,1,1,43,1,1,1,83.68,Eligible
A023B,19,female,Nagaland,masters,61.2,146000.0,2,999,1,0,0,1,1,0,79.48,Borderline
BVOBC,17,male,Tamil Nadu,bachelors,47.9,226000.0,2,999,1,0,0,1,1,1,64.16,Ineligible
BPVGK,17,female,Meghalaya,10th,47.8,244000.0,999,999,1,0,0,1,1,1,52.12,Ineligible
BVOBC,18,female,Sikkim,bachelors,81.9,145000.0,85,999,1,0,0,1,1,0,77.76,Borderline
A023B,21,male,Meghalaya,masters,88.8,725000.0,1,999,1,0,0,1,1,1,70.52,Ineligible
ARG45,36,male,Madhya Pradesh,masters,67.4,262000.0,140,999,1,0,0,1,1,1,54.96,Eligible
A023B,24,female,Tripura,masters,71.3,384000.0,2,999,1,0,0,0,1,1,78.52,Ineligible
BVOBC,21,female,Kerala,12th,55.8,149000.0,6,999,1,0,0,1,1,1,77.32,Eligible
BVOBC,21,female,Assam,bachelors,80.3,88000.0,72,999,1,0,0,1,1,1,77.12,Eligible
A023B,23,female,Tamil Nadu,bachelors,87.9,769000.0,1,999,1,1,43,1,1,1,80.16,Ineligible
BVOBC,22,male,Gujarat,12th,76.6,248000.0,65,999,1,0,0,1,1,1,65.64,Eligible
BVOBC,17,female,Karnataka,bachelors,48.0,376000.0,1,999,1,1,62,0,1,0,74.2,Ineligible
ARG45,36,male,Meghalaya,phd,57.9,672000.0,65,999,1,1,78,1,1,1,53.16,Eligible
ARG45,33,male,Assam,masters,66.2,825000.0,95,999,1,0,0,1,1,1,51.48,Eligible
ARG45,23,female,Tamil Nadu,phd,67.6,331000.0,1,999,1,0,0,1,1,1,77.04,Eligible
A023B,21,female,Assam,bachelors,84.8,225000.0,65,999,1,0,0,1,1,1,73.92,Eligible
ARG45,27,male,Madhya Pradesh,masters,64.0,782000.0,2,999,1,0,0,1,0,1,60.6,Borderline
BPVGK,14,male,Maharashtra,10th,69.7,183000.0,999,999,1,0,0,1,1,1,60.88,Eligible
BVOBC,22,female,Odisha,bachelors,77.0,256000.0,78,999,1,0,0,1,1,1,70.8,Ineligible
ARG45,36,male,Madhya Pradesh,masters,64.0,274000.0,110,999,1,0,0,1,1,1,53.6,Eligible
ARG45,23,male,Tripura,phd,60.2,292000.0,5,999,1,0,0,1,1,1,69.08,Eligible
A023B,22,female,Assam,masters,66.1,405000.0,2,999,1,1,75,1,1,1,76.44,Eligible
BPVGK,15,male,Rajasthan,10th,93.0,108000.0,999,999,1,0,0,1,1,1,70.2,Eligible
A023B,25,female,Jharkhand,masters,71.6,465000.0,1,999,1,0,0,1,1,1,73.64,Eligible
BPVGK,15,male,Tripura,10th,89.6,248000.0,999,999,1,0,0,1,1,1,63.84,Eligible
AZKMI,22,female,Rajasthan,phd,89.0,609000.0,999,32,1,1,78,1,1,1,80.6,Ineligible
A023B,24,female,Rajasthan,bachelors,84.7,365000.0,2,999,1,0,0,1,1,1,83.88,Eligible
ARG45,34,female,Mizoram,masters,90.3,251000.0,5,999,1,0,0,1,1,1,86.12,Eligible
BVOBC,18,male,Karnataka,bachelors,90.1,172000.0,110,999,1,0,0,1,1,1,69.04,Eligible
A023B,24,female,Sikkim,masters,78.3,228000.0,5,999,0,0,0,1,1,1,81.32,Ineligible
AZKMI,31,male,Assam,masters,68.3,565000.0,999,1,1,0,0,1,1,1,67.32,Eligible
BPVGK,15,male,Jharkhand,10th,88.6,93000.0,999,999,1,0,0,1,1,1,68.44,Eligible
ARG45,29,female,Telangana,phd,66.0,275000.0,95,999,1,0,0,1,1,1,66.4,Eligible
BVOBC,23,male,Karnataka,bachelors,74.7,211000.0,72,999,1,0,0,1,1,1,64.88,Eligible
BVOBC,21,female,Manipur,12th,68.5,85000.0,95,999,1,0,0,1,0,1,72.4,Borderline
BVOBC,21,female,Gujarat,bachelors,69.0,248000.0,2,999,1,0,0,1,0,1,77.6,Borderline
ARG45,33,male,Meghalaya,masters,75.0,873000.0,3,999,1,0,0,1,1,1,65.0,Eligible
AZKMI,37,male,Assam,phd,80.9,924000.0,999,4,0,0,0,1,1,1,67.36,Ineligible
AZKMI,38,male,Madhya Pradesh,postdoc,75.4,204000.0,999,2,1,0,0,0,1,1,75.16,Ineligible
BVOBC,23,female,Sikkim,12th,65.0,85000.0,250,999,1,0,0,1,1,1,64.0,Eligible
A023B,19,male,Rajasthan,bachelors,70.6,351000.0,65,999,1,0,0,1,0,1,63.24,Borderline
BPVGK,17,female,Chhattisgarh,10th,94.3,228000.0,999,999,1,0,0,1,1,1,70.72,Eligible
BPVGK,16,male,Maharashtra,10th,52.5,40000.0,999,999,1,0,0,1,1,1,54.0,Eligible
BVOBC,22,female,Madhya Pradesh,bachelors,53.0,101000.0,6,999,1,0,0,1,1,1,76.2,Eligible
AZKMI,38,male,Karnataka,phd,91.1,858000.0,999,4,1,0,0,1,1,1,71.44,Ineligible
BPVGK,17,male,Kerala,10th,67.4,110000.0,999,999,1,0,0,1,1,1,59.96,Eligible
ARG45,22,male,Rajasthan,masters,78.2,430000.0,95,999,0,0,0,1,1,1,61.28,Ineligible
ARG45,23,male,Mizoram,phd,88.4,166000.0,95,999,1,0,0,1,1,1,75.36,Eligible
A023B,25,female,Andhra Pradesh,bachelors,65.2,92000.0,2,999,0,0,0,1,1,1,81.08,Ineligible
AZKMI,31,male,Chhattisgarh,postdoc,61.6,967000.0,999,8,1,0,0,1,1,1,59.64,Ineligible
AZKMI,33,female,Telangana,postdoc,55.5,241000.0,999,6,0,0,0,1,1,1,72.2,Ineligible
BVOBC,24,male,Karnataka,12th,87.9,174000.0,140,999,1,0,0,1,1,1,68.16,Eligible
BVOBC,24,female,Manipur,12th,66.8,381000.0,5,999,1,1,41,1,0,1,81.72,Ineligible
BPVGK,16,male,Manipur,10th,93.4,64000.0,999,999,1,0,0,1,1,1,70.36,Eligible
ARG45,29,male,Jharkhand,masters,52.4,364000.0,3,999,1,0,0,1,1,0,65.96,Ineligible
BPVGK,17,male,Rajasthan,10th,76.9,133000.0,999,999,1,0,0,1,1,1,63.76,Eligible
ARG45,34,male,Rajasthan,masters,87.4,522000.0,59,999,1,0,0,1,1,1,64.96,Eligible
BVOBC,24,female,Tripura,12th,78.5,242000.0,65,999,1,0,0,1,1,1,71.4,Eligible
AZKMI,32,male,Arunachal Pradesh,masters,54.0,306000.0,999,22,1,0,0,1,1,1,66.6,Ineligible
BVOBC,20,female,Tamil Nadu,bachelors,56.5,204000.0,6,999,1,1,52,1,1,1,77.6,Eligible
BVOBC,18,female,Nagaland,12th,57.7,134000.0,72,999,1,0,0,1,1,1,68.08,Eligible
A023B,24,male,Assam,masters,78.2,238000.0,95,999,1,0,0,1,1,1,66.28,Eligible
BPVGK,17,female,Telangana,10th,46.3,326000.0,999,999,1,0,0,0,0,1,51.52,Ineligible
BVOBC,20,male,Meghalaya,12th,76.6,217000.0,59,999,1,0,0,1,1,0,65.64,Borderline
ARG45,32,male,Meghalaya,phd,77.8,64000.0,72,999,1,0,0,1,1,1,71.12,Eligible
BVOBC,20,female,Maharashtra,12th,69.5,355000.0,2,999,1,0,0,1,1,1,77.8,Ineligible
BVOBC,19,male,Odisha,bachelors,45.7,67000.0,3,999,1,0,0,1,1,1,68.28,Ineligible
BPVGK,14,female,Madhya Pradesh,10th,79.8,272000.0,999,999,1,0,0,1,1,1,64.92,Ineligible
AZKMI,29,female,Meghalaya,phd,64.2,889000.0,999,32,1,0,0,1,1,1,65.68,Ineligible
BVOBC,18,male,Manipur,12th,74.0,170000.0,6,999,1,0,0,1,1,1,79.6,Eligible
BPVGK,16,female,Manipur,10th,85.3,85000.0,999,999,1,0,0,1,1,1,72.12,Eligible
A023B,25,male,Telangana,masters,67.8,647000.0,2,999,1,0,0,1,1,1,62.12,Ineligible
BPVGK,15,female,Kerala,10th,48.9,272000.0,999,999,1,0,0,1,1,1,52.56,Ineligible
ARG45,29,female,Andhra Pradesh,phd,88.8,851000.0,3,999,1,0,0,0,1,1,75.52,Ineligible
BPVGK,15,female,Madhya Pradesh,10th,85.9,132000.0,999,999,1,0,0,1,1,0,72.36,Borderline
AZKMI,38,male,Gujarat,phd,55.1,993000.0,999,32,1,0,0,1,1,1,57.04,Ineligible
AZKMI,35,male,Andhra Pradesh,postdoc,86.6,943000.0,999,22,1,0,0,1,0,1,69.64,Ineligible
BVOBC,17,male,Odisha,bachelors,79.0,316000.0,95,999,1,0,0,1,1,1,66.6,Ineligible
BVOBC,22,other,Odisha,12th,80.3,367000.0,59,999,1,0,0,1,0,1,67.12,Ineligible
ARG45,28,male,Meghalaya,masters,90.5,837000.0,85,999,1,0,0,1,1,1,61.2,Eligible
A023B,19,female,Karnataka,bachelors,60.0,694000.0,1,999,1,1,69,1,1,1,69.0,Ineligible
BVOBC,17,female,Gujarat,bachelors,53.7,235000.0,72,999,1,0,0,1,1,1,61.48,Eligible
BVOBC,22,male,Tripura,12th,95.2,65000.0,3,999,1,0,0,1,1,1,88.08,Eligible
BVOBC,24,male,Nagaland,bachelors,95.8,148000.0,95,999,1,0,0,1,1,1,78.32,Eligible
AZKMI,30,female,Meghalaya,masters,68.2,294000.0,999,14,1,1,59,1,1,1,82.28,Eligible
BVOBC,20,male,Odisha,bachelors,74.9,133000.0,78,999,1,0,0,1,1,1,69.96,Eligible
BPVGK,14,female,Tripura,10th,79.7,201000.0,999,999,1,1,72,1,1,1,69.88,Eligible
ARG45,29,male,Kerala,masters,72.5,486000.0,85,999,1,0,0,1,1,1,59.0,Eligible
AZKMI,35,female,Karnataka,phd,56.6,441000.0,999,37,1,0,0,1,1,1,67.64,Eligible
BPVGK,14,male,Arunachal Pradesh,10th,81.8,259000.0,999,999,1,0,0,1,1,1,60.72,Ineligible
BVOBC,22,male,Nagaland,12th,67.3,219000.0,1,999,1,0,0,0,1,1,71.92,Ineligible
BVOBC,24,male,Assam,12th,71.2,209000.0,59,999,1,0,0,1,1,1,63.48,Eligible
BVOBC,23,female,Jharkhand,bachelors,72.6,356000.0,5,999,1,0,0,1,1,1,79.04,Ineligible
AZKMI,27,female,Kerala,phd,74.9,181000.0,999,3,1,0,0,1,0,1,84.96,Borderline
BPVGK,16,male,Tripura,10th,57.3,269000.0,999,999,1,0,0,1,1,1,50.92,Ineligible
AZKMI,36,male,Madhya Pradesh,postdoc,67.1,926000.0,999,3,1,0,0,1,1,1,61.84,Ineligible
A023B,19,male,Madhya Pradesh,masters,58.9,521000.0,5,999,1,0,0,1,1,1,63.56,Eligible
ARG45,30,female,Madhya Pradesh,phd,75.2,795000.0,2,999,1,0,0,1,1,1,70.08,Eligible
ARG45,32,female,Nagaland,phd,89.4,870000.0,250,999,0,0,0,1,1,1,58.76,Ineligible
BVOBC,20,female,Assam,12th,72.9,114000.0,65,999,1,0,0,1,1,1,74.16,Eligible
ARG45,31,male,Telangana,phd,92.6,251000.0,78,999,1,0,0,0,1,1,72.04,Ineligible
BPVGK,16,male,Jharkhand,10th,63.5,40000.0,999,999,1,0,0,1,1,1,58.4,Eligible
AZKMI,30,female,Andhra Pradesh,postdoc,53.6,982000.0,999,3,0,0,0,1,0,1,61.44,Ineligible
AZKMI,31,male,Assam,phd,93.1,659000.0,999,6,1,0,0,1,0,1,72.24,Ineligible
AZKMI,25,male,Tripura,phd,89.6,575000.0,999,14,0,0,0,1,1,1,75.84,Ineligible
ARG45,23,female,Gujarat,masters,72.2,851000.0,59,999,1,0,0,1,1,1,58.88,Eligible
