ocr_text_similarity,income_discrepancy_ratio,marks_discrepancy,duplicate_cert_count,duplicate_bank_count,fuzzy_name_match_score,certificate_tamper_flag,is_fraud,risk_label
0.53,2.39,17.1,4,4,0.35,1,1,High_Risk
0.89,0.99,0.5,1,1,0.91,0,0,Normal
0.967,1.05,1.2,1,1,0.97,0,0,Normal
0.858,1.01,0.1,1,1,0.95,0,0,Normal
0.958,0.98,1.8,1,1,0.91,0,0,Normal
0.89,1.03,1.3,1,1,0.98,0,0,Normal
0.885,0.96,1.5,1,1,0.96,0,0,Normal
0.901,1.02,1.8,1,1,0.9,0,0,Normal
0.931,1.03,0.6,1,1,0.95,0,0,Normal
0.915,1.01,1.4,1,1,0.93,0,0,Normal
0.881,1.02,0.7,1,1,0.93,0,0,Normal
0.92,1.04,0.7,1,1,0.92,0,0,Normal
0.912,0.96,0.4,1,1,0.97,0,0,Normal
0.978,0.95,1.0,1,1,0.97,0,0,Normal
0.99,0.95,1.6,1,1,0.99,0,0,Normal
0.884,1.0,1.9,1,1,0.99,0,0,Normal
0.886,1.02,1.1,1,1,0.97,0,0,Normal
0.926,0.97,1.0,1,1,0.98,0,0,Normal
0.895,0.97,0.5,1,1,0.96,0,0,Normal
0.904,1.02,0.6,1,1,0.98,0,0,Normal
0.922,1.0,0.1,1,1,0.92,0,0,Normal
0.897,0.99,1.1,1,1,0.95,0,0,Normal
0.918,1.02,1.1,1,1,0.95,0,0,Normal
0.899,0.97,0.0,1,1,0.96,0,0,Normal
0.89,1.03,1.5,1,1,0.92,0,0,Normal
0.865,0.99,1.5,1,1,0.9,0,0,Normal
0.948,1.03,0.3,1,1,0.97,0,0,Normal
0.337,4.96,33.0,5,3,0.41,1,1,High_Risk
0.896,0.96,1.2,1,1,1.0,0,0,Normal
0.988,1.01,1.5,1,1,0.96,0,0,Normal
0.862,1.02,0.1,1,1,0.92,0,0,Normal
0.959,0.99,1.1,1,1,0.98,0,0,Normal
0.883,1.0,0.1,1,1,0.94,0,0,Normal
0.989,0.99,0.9,1,1,0.91,0,0,Normal
0.977,1.03,0.3,1,1,0.9,0,0,Normal
0.867,0.98,0.8,1,1,0.97,0,0,Normal
0.966,0.99,1.3,1,1,0.9,0,0,Normal
0.944,0.96,2.0,1,1,0.96,0,0,Normal
0.918,1.02,0.4,1,1,0.98,0,0,Normal
0.878,0.98,0.7,1,1,0.99,0,0,Normal
0.885,1.03,1.3,1,1,0.93,0,0,Normal
0.357,4.52,26.1,3,2,0.69,0,1,Suspicious
0.957,1.0,1.8,1,1,0.93,0,0,Normal
0.297,3.0,15.8,3,4,0.56,0,1,Suspicious
0.97,0.96,1.3,1,1,0.94,0,0,Normal
0.976,1.0,1.5,1,1,0.91,0,0,Normal
0.919,1.05,0.7,1,1,0.93,0,0,Normal
0.897,1.02,0.9,1,1,0.96,0,0,Normal
0.925,1.05,0.4,1,1,0.97,0,0,Normal
0.963,1.01,0.7,1,1,0.95,0,0,Normal
0.858,0.95,0.4,1,1,0.92,0,0,Normal
0.219,4.88,34.1,4,4,0.57,1,1,High_Risk
0.883,1.01,1.2,1,1,0.97,0,0,Normal
0.255,4.26,34.9,3,4,0.51,0,1,High_Risk
0.96,0.98,0.7,1,1,0.98,0,0,Normal
0.902,1.04,0.7,1,1,0.92,0,0,Normal
0.881,1.01,1.3,1,1,0.91,0,0,Normal
0.928,1.04,0.1,1,1,0.92,0,0,Normal
0.966,0.95,0.5,1,1,0.95,0,0,Normal
0.863,0.97,0.9,1,1,0.97,0,0,Normal
0.256,3.16,33.2,5,4,0.52,1,1,High_Risk
0.953,0.96,1.4,1,1,0.94,0,0,Normal
0.987,1.03,0.3,1,1,0.94,0,0,Normal
0.907,0.96,1.2,1,1,0.92,0,0,Normal
0.933,1.02,1.5,1,1,0.91,0,0,Normal
0.954,1.01,0.2,1,1,0.92,0,0,Normal
0.922,1.04,0.4,1,1,0.94,0,0,Normal
0.879,1.04,1.7,1,1,1.0,0,0,Normal
0.55,3.9,18.0,2,2,0.34,0,1,High_Risk
0.905,0.96,0.4,1,1,0.9,0,0,Normal
0.851,1.01,0.9,1,1,0.98,0,0,Normal
0.856,0.99,1.9,1,1,0.94,0,0,Normal
0.914,0.96,1.8,1,1,0.97,0,0,Normal
0.884,0.97,0.9,1,1,0.91,0,0,Normal
0.921,0.96,1.8,1,1,0.96,0,0,Normal
0.962,1.02,1.3,1,1,0.99,0,0,Normal
0.9,1.04,1.5,1,1,0.95,0,0,Normal
0.952,0.95,2.0,1,1,0.98,0,0,Normal
0.889,1.04,0.2,1,1,0.94,0,0,Normal
0.861,1.04,1.5,1,1,0.98,0,0,Normal
0.855,1.01,0.8,1,1,0.98,0,0,Normal
0.897,1.03,1.3,1,1,0.93,0,0,Normal
0.893,1.02,1.1,1,1,0.9,0,0,Normal
0.901,1.05,0.6,1,1,0.97,0,0,Normal
0.86,0.99,0.3,1,1,0.94,0,0,Normal
0.911,0.98,0.8,1,1,0.9,0,0,Normal
0.982,1.04,1.2,1,1,0.99,0,0,Normal
0.916,1.02,1.2,1,1,0.9,0,0,Normal
0.889,0.96,1.1,1,1,0.96,0,0,Normal
0.91,0.98,2.0,1,1,0.94,0,0,Normal
0.384,2.04,27.5,5,3,0.34,1,1,Suspicious
0.872,0.98,1.0,1,1,0.92,0,0,Normal
0.331,2.68,17.7,5,4,0.45,1,1,Suspicious
0.925,1.05,0.3,1,1,0.9,0,0,Normal
0.625,3.82,16.7,4,3,0.67,1,1,High_Risk
0.956,0.99,0.9,1,1,0.91,0,0,Normal
0.948,0.97,0.1,1,1,0.96,0,0,Normal
0.944,0.97,1.4,1,1,0.98,0,0,Normal
0.854,1.0,1.0,1,1,0.92,0,0,Normal
0.948,0.95,0.1,1,1,0.98,0,0,Normal
0.898,0.98,0.3,1,1,0.91,0,0,Normal
0.868,1.0,0.3,1,1,0.92,0,0,Normal
0.574,3.64,26.9,5,4,0.6,0,1,Suspicious
0.915,0.98,1.0,1,1,0.99,0,0,Normal
0.941,1.0,1.4,1,1,0.96,0,0,Normal
0.867,1.04,0.4,1,1,0.92,0,0,Normal
0.95,0.99,1.0,1,1,1.0,0,0,Normal
0.985,1.05,0.3,1,1,0.96,0,0,Normal
0.915,1.01,0.5,1,1,0.91,0,0,Normal
0.639,2.19,22.4,4,2,0.56,0,1,Suspicious
0.929,0.95,1.0,1,1,0.94,0,0,Normal
0.938,0.97,0.3,1,1,0.91,0,0,Normal
0.976,1.02,1.1,1,1,0.94,0,0,Normal
0.934,1.02,0.1,1,1,0.94,0,0,Normal
0.864,1.01,0.3,1,1,1.0,0,0,Normal
0.953,1.03,0.5,1,1,0.92,0,0,Normal
0.92,1.01,1.0,1,1,0.93,0,0,Normal
0.928,1.04,1.4,1,1,0.99,0,0,Normal
0.99,0.99,1.2,1,1,0.98,0,0,Normal
0.918,0.97,0.2,1,1,0.93,0,0,Normal
0.881,1.01,0.5,1,1,0.99,0,0,Normal
0.907,1.01,0.5,1,1,0.9,0,0,Normal
0.889,0.97,1.3,1,1,0.91,0,0,Normal
0.897,1.01,0.2,1,1,0.99,0,0,Normal
0.868,1.03,0.7,1,1,1.0,0,0,Normal
0.889,1.04,0.7,1,1,1.0,0,0,Normal
0.89,0.99,1.2,1,1,0.96,0,0,Normal
0.489,2.6,27.7,2,4,0.44,1,1,High_Risk
0.887,0.99,0.7,1,1,0.93,0,0,Normal
0.969,1.03,1.4,1,1,0.91,0,0,Normal
0.869,0.97,1.0,1,1,0.98,0,0,Normal
0.983,0.95,0.0,1,1,0.96,0,0,Normal
0.937,1.02,0.6,1,1,0.92,0,0,Normal
0.93,1.0,0.2,1,1,0.92,0,0,Normal
0.338,4.87,17.7,5,3,0.67,1,1,High_Risk
0.946,0.96,1.4,1,1,0.91,0,0,Normal
0.555,4.47,10.5,4,4,0.57,0,1,Suspicious
0.855,1.01,1.9,1,1,0.93,0,0,Normal
0.952,0.99,0.4,1,1,0.99,0,0,Normal
0.935,1.01,1.7,1,1,0.95,0,0,Normal
0.883,0.97,0.1,1,1,1.0,0,0,Normal
0.338,2.03,19.5,3,2,0.42,1,1,Suspicious
0.861,0.97,0.4,1,1,0.94,0,0,Normal
0.858,0.98,1.4,1,1,0.99,0,0,Normal
0.92,0.96,1.3,1,1,0.97,0,0,Normal
0.596,3.54,28.8,4,2,0.32,0,1,Suspicious
0.866,1.05,1.8,1,1,0.93,0,0,Normal
0.907,1.0,1.1,1,1,1.0,0,0,Normal
0.918,1.03,0.0,1,1,0.9,0,0,Normal
0.981,0.98,0.2,1,1,0.94,0,0,Normal
0.883,0.95,1.5,1,1,0.93,0,0,Normal
0.908,1.0,0.9,1,1,1.0,0,0,Normal
0.869,1.04,0.4,1,1,0.97,0,0,Normal
0.975,1.02,1.7,1,1,0.99,0,0,Normal
0.926,1.02,1.5,1,1,0.98,0,0,Normal
0.969,0.98,1.0,1,1,0.9,0,0,Normal
0.924,1.01,0.9,1,1,0.98,0,0,Normal
0.851,1.01,0.7,1,1,0.94,0,0,Normal
0.945,1.05,0.3,1,1,0.98,0,0,Normal
0.858,1.02,0.5,1,1,0.94,0,0,Normal
0.562,2.09,28.2,2,3,0.38,1,1,High_Risk
0.892,0.98,1.6,1,1,0.99,0,0,Normal
0.907,0.97,0.0,1,1,0.94,0,0,Normal
0.969,0.97,1.8,1,1,0.98,0,0,Normal
0.936,0.98,1.1,1,1,1.0,0,0,Normal
0.851,0.97,0.3,1,1,0.96,0,0,Normal
0.875,1.03,0.3,1,1,0.94,0,0,Normal
0.869,1.03,0.3,1,1,0.98,0,0,Normal
0.918,1.04,0.0,1,1,0.99,0,0,Normal
0.904,0.98,1.0,1,1,0.97,0,0,Normal
0.416,1.97,13.3,2,3,0.44,1,1,Suspicious
0.855,0.98,1.2,1,1,0.99,0,0,Normal
0.979,1.02,0.1,1,1,0.9,0,0,Normal
0.873,1.01,2.0,1,1,0.91,0,0,Normal
0.934,1.0,1.2,1,1,1.0,0,0,Normal
0.253,4.76,18.7,4,2,0.35,1,1,Suspicious
0.478,3.61,19.0,3,3,0.49,1,1,High_Risk
0.881,1.01,1.6,1,1,0.96,0,0,Normal
0.877,0.99,0.8,1,1,0.93,0,0,Normal
0.901,0.99,0.2,1,1,0.97,0,0,Normal
0.628,2.65,13.0,5,3,0.35,1,1,Suspicious
0.968,0.97,0.7,1,1,0.94,0,0,Normal
0.886,1.03,0.5,1,1,0.94,0,0,Normal
0.865,1.0,0.9,1,1,0.91,0,0,Normal
0.862,0.95,0.4,1,1,0.92,0,0,Normal
0.895,0.99,0.5,1,1,0.97,0,0,Normal
0.903,0.96,0.8,1,1,0.91,0,0,Normal
0.921,1.01,0.4,1,1,0.96,0,0,Normal
0.259,4.74,33.7,4,4,0.38,1,1,Suspicious
0.506,3.62,18.0,3,4,0.41,0,1,High_Risk
0.943,1.01,0.4,1,1,0.99,0,0,Normal
0.936,1.02,0.8,1,1,0.91,0,0,Normal
0.887,1.03,1.6,1,1,0.92,0,0,Normal
0.977,1.02,0.6,1,1,0.99,0,0,Normal
0.981,0.95,1.6,1,1,1.0,0,0,Normal
0.954,1.01,0.7,1,1,0.93,0,0,Normal
0.956,0.99,1.1,1,1,0.94,0,0,Normal
0.934,1.03,1.3,1,1,0.91,0,0,Normal
0.984,0.96,0.2,1,1,0.93,0,0,Normal
0.937,1.01,0.3,1,1,0.96,0,0,Normal
0.907,1.02,2.0,1,1,0.95,0,0,Normal
0.929,1.04,0.0,1,1,0.97,0,0,Normal
0.871,0.99,0.2,1,1,1.0,0,0,Normal
0.96,0.99,0.4,1,1,0.95,0,0,Normal
0.9,1.02,1.7,1,1,1.0,0,0,Normal
0.883,0.96,1.6,1,1,0.9,0,0,Normal
0.953,1.01,0.9,1,1,0.94,0,0,Normal
0.882,0.98,0.2,1,1,0.94,0,0,Normal
0.982,0.99,0.4,1,1,0.95,0,0,Normal
0.917,1.04,0.1,1,1,0.98,0,0,Normal
0.953,1.0,0.7,1,1,0.96,0,0,Normal
0.968,1.01,0.7,1,1,0.93,0,0,Normal
0.945,1.01,0.3,1,1,0.99,0,0,Normal
0.526,2.13,15.7,3,4,0.66,1,1,High_Risk
0.378,3.02,16.1,4,3,0.33,0,1,Suspicious
0.894,1.03,1.2,1,1,0.99,0,0,Normal
0.861,1.02,1.8,1,1,0.95,0,0,Normal
0.929,1.05,1.3,1,1,0.98,0,0,Normal
0.949,1.0,2.0,1,1,0.91,0,0,Normal
0.885,0.98,0.5,1,1,0.96,0,0,Normal
0.927,1.04,1.1,1,1,1.0,0,0,Normal
0.981,1.01,1.4,1,1,0.92,0,0,Normal
0.641,2.86,10.0,2,2,0.45,1,1,Suspicious
0.916,1.04,1.5,1,1,0.94,0,0,Normal
0.967,0.99,0.5,1,1,0.95,0,0,Normal
0.915,1.03,0.5,1,1,0.96,0,0,Normal
0.982,1.02,0.8,1,1,0.93,0,0,Normal
0.924,1.01,0.5,1,1,1.0,0,0,Normal
0.969,1.01,1.6,1,1,0.98,0,0,Normal
0.898,1.02,0.5,1,1,0.99,0,0,Normal
0.987,0.95,1.0,1,1,0.94,0,0,Normal
0.88,1.03,1.6,1,1,0.93,0,0,Normal
0.867,1.01,1.0,1,1,0.98,0,0,Normal
0.252,3.4,14.6,4,3,0.56,1,1,High_Risk
0.342,2.37,25.3,5,2,0.38,1,1,High_Risk
0.927,1.04,0.7,1,1,0.96,0,0,Normal
0.944,1.02,0.7,1,1,1.0,0,0,Normal
0.966,0.96,0.4,1,1,0.93,0,0,Normal
0.892,0.98,0.1,1,1,0.98,0,0,Normal
0.872,1.01,1.8,1,1,1.0,0,0,Normal
0.862,0.98,1.6,1,1,0.93,0,0,Normal
0.913,0.99,0.6,1,1,0.9,0,0,Normal
0.949,0.98,1.7,1,1,0.98,0,0,Normal
0.954,0.96,0.3,1,1,0.92,0,0,Normal
0.9,1.02,1.4,1,1,0.98,0,0,Normal
0.988,0.98,0.0,1,1,0.98,0,0,Normal
0.904,1.03,0.0,1,1,1.0,0,0,Normal
0.965,0.98,1.7,1,1,0.94,0,0,Normal
0.937,1.03,0.9,1,1,0.99,0,0,Normal
0.939,1.04,0.3,1,1,0.91,0,0,Normal
0.933,1.0,0.7,1,1,0.92,0,0,Normal
0.912,0.98,1.4,1,1,0.96,0,0,Normal
0.85,0.98,0.7,1,1,0.91,0,0,Normal
0.914,0.98,0.1,1,1,0.98,0,0,Normal
0.34,4.29,13.7,2,3,0.67,1,1,High_Risk
0.971,1.02,1.5,1,1,0.92,0,0,Normal
0.916,0.98,1.0,1,1,0.91,0,0,Normal
0.872,0.96,1.9,1,1,0.97,0,0,Normal
0.385,2.2,23.7,3,3,0.51,1,1,High_Risk
0.892,1.03,0.9,1,1,0.94,0,0,Normal
0.988,0.96,1.4,1,1,0.92,0,0,Normal
0.941,0.97,1.3,1,1,0.97,0,0,Normal
0.99,0.99,1.1,1,1,0.93,0,0,Normal
0.865,1.02,0.2,1,1,0.95,0,0,Normal
0.968,0.99,0.0,1,1,0.94,0,0,Normal
0.946,0.95,1.8,1,1,0.99,0,0,Normal
0.879,0.98,1.0,1,1,0.94,0,0,Normal
0.908,1.02,0.8,1,1,0.96,0,0,Normal
0.901,1.0,1.5,1,1,0.93,0,0,Normal
0.857,1.0,1.6,1,1,0.9,0,0,Normal
0.856,1.0,0.9,1,1,0.99,0,0,Normal
0.913,1.03,1.6,1,1,0.93,0,0,Normal
0.48,3.92,34.0,5,3,0.41,1,1,Suspicious
0.855,1.02,0.6,1,1,0.93,0,0,Normal
0.971,0.96,0.7,1,1,0.92,0,0,Normal
0.985,0.96,0.6,1,1,0.93,0,0,Normal
0.989,1.04,1.2,1,1,0.91,0,0,Normal
0.901,1.02,1.6,1,1,0.96,0,0,Normal
0.923,0.95,0.2,1,1,0.94,0,0,Normal
0.856,0.97,1.7,1,1,0.94,0,0,Normal
0.962,1.04,1.0,1,1,0.94,0,0,Normal
0.989,0.96,0.8,1,1,0.95,0,0,Normal
0.941,0.98,0.9,1,1,0.99,0,0,Normal
0.254,2.96,18.4,5,4,0.49,1,1,High_Risk
0.97,0.99,1.1,1,1,0.94,0,0,Normal
0.205,3.81,17.7,4,3,0.61,1,1,High_Risk
0.922,1.01,0.5,1,1,0.98,0,0,Normal
0.911,0.97,0.6,1,1,0.99,0,0,Normal
0.972,1.02,1.0,1,1,0.9,0,0,Normal
0.3,2.51,18.7,2,4,0.52,1,1,High_Risk
0.91,0.97,1.0,1,1,0.94,0,0,Normal
0.928,1.05,0.1,1,1,0.96,0,0,Normal
0.206,4.78,15.7,4,4,0.47,1,1,Suspicious
0.924,0.98,1.3,1,1,0.94,0,0,Normal
0.862,1.05,1.0,1,1,0.95,0,0,Normal
0.988,1.04,0.1,1,1,0.95,0,0,Normal
0.977,1.01,1.9,1,1,0.97,0,0,Normal
0.889,1.01,1.0,1,1,0.96,0,0,Normal
0.856,0.96,1.9,1,1,0.92,0,0,Normal
0.884,0.96,2.0,1,1,0.94,0,0,Normal
0.886,0.96,0.4,1,1,0.94,0,0,Normal
0.912,1.01,1.3,1,1,0.92,0,0,Normal
0.857,1.03,1.8,1,1,0.98,0,0,Normal
0.89,1.01,1.1,1,1,0.99,0,0,Normal
0.936,0.99,1.9,1,1,0.98,0,0,Normal
0.908,1.01,0.4,1,1,0.94,0,0,Normal
0.529,2.12,12.3,5,2,0.68,0,1,High_Risk
0.943,1.04,1.8,1,1,0.92,0,0,Normal
0.461,2.86,28.7,4,3,0.64,1,1,High_Risk
0.974,1.03,1.4,1,1,0.99,0,0,Normal
0.941,0.95,0.7,1,1,0.91,0,0,Normal
0.878,1.0,0.6,1,1,0.97,0,0,Normal
0.547,3.3,24.7,4,4,0.31,0,1,Suspicious
0.962,1.0,2.0,1,1,0.93,0,0,Normal
0.871,1.05,0.7,1,1,0.99,0,0,Normal
0.932,0.98,0.6,1,1,0.92,0,0,Normal
0.905,1.04,0.1,1,1,0.96,0,0,Normal
0.944,1.05,1.6,1,1,0.96,0,0,Normal
0.981,0.97,1.2,1,1,0.91,0,0,Normal
0.9,1.04,1.4,1,1,0.95,0,0,Normal
0.857,1.02,1.9,1,1,0.91,0,0,Normal
0.97,1.0,1.2,1,1,0.98,0,0,Normal
0.868,0.97,0.2,1,1,0.98,0,0,Normal
0.918,1.03,0.2,1,1,0.99,0,0,Normal
0.941,1.0,1.8,1,1,0.99,0,0,Normal
0.879,0.95,0.5,1,1,0.98,0,0,Normal
0.927,0.98,1.1,1,1,0.97,0,0,Normal
0.942,1.03,1.2,1,1,0.99,0,0,Normal
0.88,0.96,0.3,1,1,0.98,0,0,Normal
0.973,0.99,0.9,1,1,0.97,0,0,Normal
0.967,0.96,0.1,1,1,0.92,0,0,Normal
0.227,4.09,19.4,3,2,0.44,0,1,Suspicious
0.962,1.02,0.1,1,1,0.95,0,0,Normal
0.985,1.04,0.8,1,1,0.9,0,0,Normal
0.914,0.96,0.3,1,1,0.96,0,0,Normal
0.398,4.93,32.4,3,4,0.64,1,1,High_Risk
0.919,1.02,1.9,1,1,0.97,0,0,Normal
0.862,1.04,1.2,1,1,0.94,0,0,Normal
0.868,1.0,0.9,1,1,0.98,0,0,Normal
0.881,1.01,0.6,1,1,0.95,0,0,Normal
0.98,1.05,0.5,1,1,0.99,0,0,Normal
0.855,1.05,0.7,1,1,0.92,0,0,Normal
0.878,1.04,0.5,1,1,0.97,0,0,Normal
0.92,1.03,0.1,1,1,0.99,0,0,Normal
0.881,1.0,1.2,1,1,0.96,0,0,Normal
0.918,0.97,0.5,1,1,0.91,0,0,Normal
0.917,1.03,0.0,1,1,0.95,0,0,Normal
0.911,0.96,1.0,1,1,0.92,0,0,Normal
0.874,1.01,0.4,1,1,0.95,0,0,Normal
0.857,0.96,1.3,1,1,0.92,0,0,Normal
0.896,0.97,0.2,1,1,0.98,0,0,Normal
0.417,3.33,27.0,3,2,0.62,0,1,High_Risk
0.95,0.99,0.5,1,1,0.96,0,0,Normal
0.874,0.95,1.9,1,1,0.96,0,0,Normal
0.9,1.05,1.1,1,1,0.94,0,0,Normal
0.87,0.95,1.9,1,1,0.97,0,0,Normal
0.367,4.1,21.7,2,2,0.44,1,1,High_Risk
0.983,0.97,1.0,1,1,0.93,0,0,Normal
0.871,0.96,1.5,1,1,0.94,0,0,Normal
0.94,0.95,1.9,1,1,0.95,0,0,Normal
0.943,0.97,0.1,1,1,1.0,0,0,Normal
0.45,1.9,29.6,4,2,0.51,0,1,High_Risk
0.957,0.97,1.2,1,1,0.91,0,0,Normal
0.907,1.02,1.2,1,1,0.99,0,0,Normal
0.947,1.01,0.1,1,1,0.97,0,0,Normal
0.869,0.96,0.6,1,1,0.98,0,0,Normal
0.866,0.99,2.0,1,1,0.91,0,0,Normal
0.955,1.02,0.4,1,1,0.95,0,0,Normal
0.969,1.04,0.4,1,1,0.99,0,0,Normal
0.964,0.99,1.9,1,1,0.91,0,0,Normal
0.928,0.96,1.5,1,1,0.98,0,0,Normal
0.96,1.04,0.6,1,1,0.93,0,0,Normal
0.884,0.95,0.9,1,1,0.94,0,0,Normal
0.893,1.01,0.3,1,1,0.94,0,0,Normal
0.965,0.98,0.0,1,1,0.99,0,0,Normal
0.871,0.95,0.1,1,1,0.95,0,0,Normal
0.945,0.97,1.0,1,1,0.96,0,0,Normal
0.868,0.98,0.9,1,1,0.96,0,0,Normal
0.568,3.8,23.0,2,4,0.62,1,1,High_Risk
0.263,2.44,22.4,2,4,0.41,1,1,High_Risk
0.944,1.03,1.5,1,1,0.96,0,0,Normal
0.938,1.03,1.0,1,1,0.92,0,0,Normal
0.857,1.01,1.8,1,1,0.99,0,0,Normal
0.876,0.96,0.3,1,1,0.96,0,0,Normal
0.309,1.82,12.5,3,3,0.67,1,1,Suspicious
0.879,0.99,1.0,1,1,0.96,0,0,Normal
0.941,1.05,1.2,1,1,0.92,0,0,Normal
0.881,1.0,0.2,1,1,1.0,0,0,Normal
0.223,4.25,31.9,2,4,0.34,0,1,High_Risk
0.872,1.02,0.8,1,1,0.92,0,0,Normal
0.419,2.01,17.8,2,2,0.39,0,1,Suspicious
0.938,1.05,0.8,1,1,0.96,0,0,Normal
0.978,1.0,1.0,1,1,0.92,0,0,Normal
0.541,2.94,19.9,3,4,0.32,1,1,Suspicious
0.867,0.96,0.6,1,1,0.94,0,0,Normal
0.943,0.99,1.9,1,1,0.95,0,0,Normal
0.411,2.99,22.0,5,4,0.51,1,1,Suspicious
0.9,0.95,1.9,1,1,0.91,0,0,Normal
0.91,0.97,1.8,1,1,0.93,0,0,Normal
0.854,0.96,0.6,1,1,0.96,0,0,Normal
0.984,1.02,0.8,1,1,0.93,0,0,Normal
0.861,0.97,0.7,1,1,0.91,0,0,Normal
0.888,0.96,0.2,1,1,0.96,0,0,Normal
0.961,1.03,1.2,1,1,0.9,0,0,Normal
0.865,0.95,1.8,1,1,0.94,0,0,Normal
0.912,0.96,0.2,1,1,0.98,0,0,Normal
0.897,0.97,0.8,1,1,0.93,0,0,Normal
0.853,0.98,0.6,1,1,0.97,0,0,Normal
0.603,3.04,19.1,4,2,0.32,1,1,High_Risk
0.866,0.98,1.9,1,1,0.96,0,0,Normal
0.98,1.02,0.2,1,1,1.0,0,0,Normal
0.934,1.01,1.1,1,1,0.97,0,0,Normal
0.89,0.99,0.2,1,1,0.99,0,0,Normal
0.977,1.01,1.3,1,1,0.97,0,0,Normal
0.884,0.97,1.1,1,1,0.92,0,0,Normal
0.868,1.01,0.4,1,1,0.9,0,0,Normal
0.242,2.64,29.5,2,2,0.6,1,1,High_Risk
0.95,1.01,0.2,1,1,0.93,0,0,Normal
0.898,0.97,0.2,1,1,0.93,0,0,Normal
0.911,0.97,0.1,1,1,0.9,0,0,Normal
0.967,1.02,1.2,1,1,0.95,0,0,Normal
0.918,0.98,1.0,1,1,0.99,0,0,Normal
0.892,0.97,1.6,1,1,0.99,0,0,Normal
0.934,0.98,1.4,1,1,0.99,0,0,Normal
0.906,0.99,0.9,1,1,0.97,0,0,Normal
0.528,4.76,14.4,5,2,0.58,1,1,High_Risk
0.93,1.04,0.7,1,1,0.98,0,0,Normal
0.964,0.95,0.5,1,1,0.91,0,0,Normal
0.88,1.02,1.2,1,1,0.9,0,0,Normal
0.97,0.99,1.2,1,1,0.93,0,0,Normal
0.919,1.04,1.2,1,1,0.91,0,0,Normal
0.98,1.01,0.8,1,1,0.96,0,0,Normal
0.93,0.97,0.7,1,1,0.94,0,0,Normal
0.277,3.68,18.8,4,3,0.32,0,1,High_Risk
0.898,0.95,0.7,1,1,0.99,0,0,Normal
0.979,1.0,1.9,1,1,0.92,0,0,Normal
0.9,1.03,0.7,1,1,0.96,0,0,Normal
0.874,1.04,1.5,1,1,0.91,0,0,Normal
0.921,0.95,1.9,1,1,0.95,0,0,Normal
0.933,0.97,0.4,1,1,0.92,0,0,Normal
0.584,4.68,17.5,2,4,0.36,1,1,High_Risk
0.925,1.02,0.4,1,1,0.91,0,0,Normal
0.39,3.35,16.6,3,2,0.43,0,1,Suspicious
0.963,1.03,0.6,1,1,0.95,0,0,Normal
0.903,0.99,0.2,1,1,0.94,0,0,Normal
0.958,0.97,1.8,1,1,0.93,0,0,Normal
0.304,4.02,31.3,5,2,0.54,1,1,High_Risk
0.512,2.26,13.4,3,3,0.47,1,1,Suspicious
0.914,0.96,1.4,1,1,0.94,0,0,Normal
0.856,1.03,2.0,1,1,0.93,0,0,Normal
0.909,0.99,1.5,1,1,0.97,0,0,Normal
0.968,0.98,0.0,1,1,0.96,0,0,Normal
0.983,1.04,1.9,1,1,0.92,0,0,Normal
0.989,1.04,0.8,1,1,0.91,0,0,Normal
0.876,1.04,0.7,1,1,0.94,0,0,Normal
0.896,1.01,0.3,1,1,0.91,0,0,Normal
0.927,0.98,1.9,1,1,0.95,0,0,Normal
0.902,1.0,1.8,1,1,0.96,0,0,Normal
0.924,0.96,0.9,1,1,0.91,0,0,Normal
0.59,1.98,22.4,4,4,0.46,0,1,High_Risk
0.377,3.39,26.7,3,3,0.46,1,1,High_Risk
0.982,1.04,1.4,1,1,0.92,0,0,Normal
0.358,2.81,27.2,2,3,0.43,0,1,High_Risk
0.577,3.28,11.0,4,4,0.5,1,1,High_Risk
0.9,1.05,1.8,1,1,0.94,0,0,Normal
0.867,1.03,1.7,1,1,0.92,0,0,Normal
0.948,1.03,1.1,1,1,1.0,0,0,Normal
0.87,1.0,1.0,1,1,1.0,0,0,Normal
0.868,0.95,0.6,1,1,0.9,0,0,Normal
0.907,0.98,0.7,1,1,0.94,0,0,Normal
0.921,0.98,1.5,1,1,0.99,0,0,Normal
0.969,0.99,0.5,1,1,0.96,0,0,Normal
0.957,0.98,0.3,1,1,0.95,0,0,Normal
0.982,0.98,0.3,1,1,0.97,0,0,Normal
0.89,0.95,0.4,1,1,0.93,0,0,Normal
0.989,0.96,1.0,1,1,0.94,0,0,Normal
0.893,1.03,0.6,1,1,0.95,0,0,Normal
0.97,1.04,0.5,1,1,0.93,0,0,Normal
0.925,0.97,0.7,1,1,0.93,0,0,Normal
0.622,4.62,14.3,4,4,0.54,0,1,High_Risk
0.956,0.98,0.2,1,1,0.94,0,0,Normal
0.912,1.05,0.2,1,1,0.91,0,0,Normal
0.925,1.0,0.9,1,1,0.95,0,0,Normal
0.587,4.84,10.1,4,4,0.36,1,1,High_Risk
0.896,1.04,1.0,1,1,0.91,0,0,Normal
0.917,0.99,1.2,1,1,1.0,0,0,Normal
0.969,1.0,1.5,1,1,0.94,0,0,Normal
0.989,0.98,1.0,1,1,1.0,0,0,Normal
0.895,1.0,1.1,1,1,0.98,0,0,Normal
0.94,0.96,0.6,1,1,0.92,0,0,Normal
0.906,0.98,1.1,1,1,0.97,0,0,Normal
0.865,0.96,1.8,1,1,0.92,0,0,Normal
